,Winner,R_fighter,Fighter,Height,Reach,Stance,Weight,age,loss,win,draws,streak,cum_match_time,avg_cum_KD,avg_cum_Sub. att,avg_cum_Pass,avg_cum_Rev.,avg_cum_Sig. str. Hits,avg_cum_Sig. str. Attempts,avg_cum_Total str. Hits,avg_cum_Total str. Attempts,avg_cum_Td Hits,avg_cum_Td Attempts,avg_cum_Head Hits,avg_cum_Head Attempts,avg_cum_Body Hits,avg_cum_Body Attempts,avg_cum_Leg Hits,avg_cum_Leg Attempts,avg_cum_Distance Hits,avg_cum_Distance Attempts,avg_cum_Clinch Hits,avg_cum_Clinch Attempts,avg_cum_Ground Hits,avg_cum_Ground Attempts,eff_sig_str,eff_hits,eff_tds,eff_head,eff_leg,eff_body,eff_distance,eff_clinch,eff_ground,Fighter.1,Height.1,Reach.1,Stance.1,Weight.1,age.1,loss.1,win.1,draws.1,streak.1,cum_match_time.1,avg_cum_KD.1,avg_cum_Sub. att.1,avg_cum_Pass.1,avg_cum_Rev..1,avg_cum_Sig. str. Hits.1,avg_cum_Sig. str. Attempts.1,avg_cum_Total str. Hits.1,avg_cum_Total str. Attempts.1,avg_cum_Td Hits.1,avg_cum_Td Attempts.1,avg_cum_Head Hits.1,avg_cum_Head Attempts.1,avg_cum_Body Hits.1,avg_cum_Body Attempts.1,avg_cum_Leg Hits.1,avg_cum_Leg Attempts.1,avg_cum_Distance Hits.1,avg_cum_Distance Attempts.1,avg_cum_Clinch Hits.1,avg_cum_Clinch Attempts.1,avg_cum_Ground Hits.1,avg_cum_Ground Attempts.1,eff_sig_str.1,eff_hits.1,eff_tds.1,eff_head.1,eff_leg.1,eff_body.1,eff_distance.1,eff_clinch.1,eff_ground.1,WEIGHT_CLASS,title_bout,location,attendance,num_rounds,label,matches,matches.1
1589,win,Demetrious Johnson,Demetrious Johnson,63,66, Orthodox,125,30.33,1.0,12.0,1.0,10.0,246.12999999999997,0.12,0.24,1.3,0.08,36.24,68.87,58.59,93.85,2.4,4.71,15.8,41.52,12.03,15.72,8.41,11.62,19.87,47.98,13.41,17.27,2.97,3.62,0.53,0.62,0.51,0.38,0.72,0.76,0.41,0.78,0.82,Tim Elliott,67,66, Southpaw,135,29.96,4.0,2.0,0.0,-3.0,79.13,0.13,0.88,2.02,0.0,42.71,96.17,99.96,163.15,2.4,4.3,29.7,77.47,7.58,12.13,5.43,6.57,25.53,69.63,6.57,9.48,10.62,17.06,0.44,0.61,0.56,0.38,0.83,0.62,0.37,0.69,0.62,Flyweight,1.0,"Las Vegas, Nevada, USA",2044.0,5,0,15.0,7.0
1590,win,Joseph Benavidez,Henry Cejudo,64,64, Orthodox,135,29.84,1.0,4.0,0.0,-1.0,62.82,0.16,0.16,1.11,0.0,37.09,80.87,63.51,109.68,1.59,4.46,19.42,56.19,15.76,21.17,1.91,3.5,21.01,55.87,12.58,19.58,3.5,5.41,0.46,0.58,0.36,0.35,0.55,0.74,0.38,0.64,0.65,Joseph Benavidez,64,65, Southpaw,125,32.36,2.0,11.0,0.0,5.0,154.39,0.26,0.26,1.62,0.06,38.47,107.0,47.28,116.91,0.91,3.11,21.7,79.02,9.39,16.45,7.38,11.53,29.86,93.79,5.83,8.74,2.79,4.47,0.36,0.4,0.29,0.27,0.64,0.57,0.32,0.67,0.62,Flyweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,6.0,14.0
1591,win,Jorge Masvidal,Jorge Masvidal,61,74, Orthodox,170,32.08,4.0,7.0,0.0,1.0,159.35000000000002,0.19,0.44,0.75,0.06,39.79,83.65,61.5,108.0,0.94,1.69,25.73,65.83,9.79,11.92,4.27,5.9,27.8,64.95,6.84,9.1,5.15,9.6,0.48,0.57,0.56,0.39,0.72,0.82,0.43,0.75,0.54,Jake Ellenberger,69,71, Orthodox,170,31.71,7.0,10.0,0.0,1.0,154.42000000000002,0.71,0.26,0.39,0.19,24.09,62.49,36.2,77.45,1.42,2.78,17.94,54.2,4.14,5.83,2.01,2.46,14.64,46.43,4.6,6.99,4.86,9.07,0.39,0.47,0.51,0.33,0.82,0.71,0.32,0.66,0.54,Welterweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,0,12.0,18.0
1592,win,Jared Cannonier,Jared Cannonier,61,77, Switch,185,32.74,1.0,1.0,0.0,1.0,5.68,1.76,0.0,1.76,0.0,65.14,95.07,65.14,95.07,0.0,0.0,35.21,59.86,15.85,17.61,14.08,17.61,47.54,77.46,7.04,7.04,10.56,10.56,0.69,0.69,0.0,0.59,0.8,0.9,0.61,1.0,1.0,Ion Cutelaba,73,75, Southpaw,205,22.99,1.0,1.0,0.0,1.0,26.369999999999997,0.0,0.0,0.38,0.0,42.85,150.93,44.37,152.45,0.0,0.76,26.92,128.56,10.24,16.69,5.69,5.69,33.37,132.73,9.1,17.82,0.38,0.38,0.28,0.29,0.0,0.21,1.0,0.61,0.25,0.51,1.0,Light Heavyweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,0,3.0,3.0
1593,win,Sara McMann,Alexis Davis,66,68, Orthodox,125,32.19,1.0,4.0,0.0,1.0,53.39,0.0,0.75,1.12,0.37,34.28,86.53,71.92,131.11,0.75,1.87,18.73,62.37,5.24,8.24,10.3,15.92,24.72,71.74,6.37,10.68,3.18,4.12,0.4,0.55,0.4,0.3,0.65,0.64,0.34,0.6,0.77,Sara McMann,66,66, Orthodox,135,36.22,3.0,3.0,0.0,1.0,53.080000000000005,0.19,0.19,1.88,0.0,22.04,52.94,47.85,81.01,1.88,3.77,13.56,41.26,6.03,8.67,2.45,3.01,9.8,35.23,5.46,6.97,6.78,10.74,0.42,0.59,0.5,0.33,0.81,0.7,0.28,0.78,0.63,Women's Bantamweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,6.0,7.0
1594,win,Brandon Moreno,Ryan Benoit,65,68, Orthodox,125,27.29,2.0,2.0,0.0,1.0,33.67,0.59,0.3,0.89,0.59,23.17,64.45,29.4,71.87,0.3,0.89,16.63,54.65,3.56,5.05,2.97,4.75,16.63,52.57,2.67,4.16,3.86,7.72,0.36,0.41,0.33,0.3,0.62,0.71,0.32,0.64,0.5,Brandon Moreno,67,70, Orthodox,125,23.01,0.0,1.0,0.0,1.0,2.38,0.0,8.4,0.0,0.0,33.61,46.22,88.24,100.84,4.2,4.2,29.41,42.02,4.2,4.2,0.0,0.0,12.61,16.81,4.2,4.2,16.81,25.21,0.73,0.88,1.0,0.7,0.0,1.0,0.75,1.0,0.67,Flyweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,5.0,2.0
1595,win,Ryan Hall,Gray Maynard,69,70, Orthodox,155,37.6,5.0,10.0,2.0,1.0,221.03000000000003,0.27,0.45,1.49,0.18,20.45,64.34,32.57,77.64,1.76,4.25,15.74,57.59,3.85,5.66,0.86,1.09,13.53,52.16,3.08,5.2,3.85,6.97,0.32,0.42,0.41,0.27,0.79,0.68,0.26,0.59,0.55,Ryan Hall,61,70,,145,31.8,0.0,1.0,0.0,1.0,15.0,0.0,0.67,0.67,0.0,15.33,27.33,112.67,134.0,0.67,2.0,10.0,16.67,0.67,5.33,4.67,5.33,6.0,16.0,0.0,0.0,9.33,11.33,0.56,0.84,0.33,0.6,0.88,0.12,0.38,0.0,0.82,Featherweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,18.0,2.0
1596,win,Rob Font,Rob Font,68,71, Orthodox,135,29.46,1.0,2.0,0.0,-1.0,26.54,0.75,0.0,0.0,0.0,39.19,93.07,40.69,94.95,0.38,3.01,23.74,72.72,9.04,12.43,6.41,7.91,32.78,84.78,6.03,7.16,0.38,1.13,0.42,0.43,0.12,0.33,0.81,0.73,0.39,0.84,0.33,Matt Schnell,68,70, Orthodox,125,26.9,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,37.04,87.3,66.14,116.4,0.0,0.0,23.81,74.07,2.65,2.65,10.58,10.58,37.04,87.3,0.0,0.0,0.0,0.0,0.42,0.57,0.0,0.32,1.0,1.0,0.42,0.0,0.0,Bantamweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,0,4.0,1.0
1597,win,Dong Hyun Ma,Brendan O'Reilly,67,69, Orthodox,170,29.47,2.0,1.0,0.0,-1.0,32.25,0.0,0.31,1.55,0.31,20.16,47.13,52.4,83.41,2.17,4.34,10.23,32.87,7.13,10.54,2.79,3.72,8.06,24.81,10.85,19.22,1.24,3.1,0.43,0.63,0.5,0.31,0.75,0.68,0.33,0.56,0.4,Dong Hyun Ma,61,70, Orthodox,155,28.25,2.0,0.0,0.0,-2.0,22.32,0.0,0.0,0.9,0.0,45.7,107.08,67.65,131.27,0.9,2.69,37.63,95.43,6.27,9.86,1.79,1.79,34.5,87.37,11.2,19.71,0.0,0.0,0.43,0.52,0.33,0.39,1.0,0.64,0.39,0.57,0.0,Lightweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,4.0,3.0
1598,win,Jamie Moyle,Kailin Curran,64,65, Orthodox,115,25.67,3.0,1.0,0.0,-1.0,37.349999999999994,0.0,0.54,1.87,0.0,36.14,81.66,59.97,109.24,2.14,2.68,20.35,61.04,10.71,14.19,5.09,6.43,21.15,55.96,10.44,19.81,4.55,5.89,0.44,0.55,0.8,0.33,0.79,0.75,0.38,0.53,0.77,Jamie Moyle,61,65, Orthodox,115,27.73,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.33,0.0,48.67,80.67,76.0,116.67,2.0,6.67,24.67,52.0,14.67,19.33,9.33,9.33,30.67,56.0,12.67,16.67,5.33,8.0,0.6,0.65,0.3,0.47,1.0,0.76,0.55,0.76,0.67,Women's Strawweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,5.0,1.0
1599,win,Anthony Smith,Elvis Mutapcic,72,72, Orthodox,185,30.4,1.0,0.0,1.0,-2.0,30.0,0.0,0.0,0.33,0.0,34.0,80.33,61.33,108.67,0.0,0.0,17.0,60.67,13.67,15.67,3.33,4.0,17.33,56.33,12.33,17.0,4.33,7.0,0.42,0.56,0.0,0.28,0.83,0.87,0.31,0.73,0.62,Anthony Smith,76,76, Orthodox,205,28.38,2.0,1.0,0.0,-1.0,31.87,0.0,0.31,0.63,0.31,29.81,57.42,35.14,63.07,0.63,1.57,20.08,42.99,6.59,10.98,3.14,3.45,21.65,47.07,5.33,6.9,2.82,3.45,0.52,0.56,0.4,0.47,0.91,0.6,0.46,0.77,0.82,Middleweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,3.0,4.0
1600,win,Devin Clark,Josh Stansbury,74,74,,205,32.06,0.0,1.0,0.0,1.0,15.0,0.0,0.0,3.33,0.0,40.67,71.33,102.0,135.33,0.0,1.33,31.33,59.33,4.67,7.33,4.67,4.67,24.67,49.33,6.0,7.33,10.0,14.67,0.57,0.75,0.0,0.53,1.0,0.64,0.5,0.82,0.68,Devin Clark,72,75, Orthodox,205,26.66,1.0,0.0,0.0,-1.0,4.95,2.02,2.02,4.04,0.0,28.28,40.4,60.61,74.75,2.02,2.02,14.14,26.26,14.14,14.14,0.0,0.0,16.16,24.24,6.06,8.08,6.06,8.08,0.7,0.81,1.0,0.54,0.0,1.0,0.67,0.75,0.75,Light Heavyweight,0.0,"Las Vegas, Nevada, USA",2044.0,3,1,2.0,2.0
1601,win,Robert Whittaker,Derek Brunson,73,77, Southpaw,185,32.92,1.0,7.0,0.0,5.0,51.410000000000004,0.58,0.58,2.72,0.0,30.54,73.33,65.55,112.23,2.14,6.61,23.73,62.63,1.75,3.31,5.06,7.39,16.14,47.27,5.25,8.17,9.14,17.9,0.42,0.58,0.32,0.38,0.68,0.53,0.34,0.64,0.51,Robert Whittaker,72,73, Orthodox,185,25.95,2.0,7.0,0.0,5.0,97.85000000000001,0.61,0.0,0.92,0.0,49.46,121.21,58.05,130.3,0.41,0.61,37.0,104.96,4.7,6.95,7.77,9.3,40.37,106.39,5.01,8.38,4.09,6.44,0.41,0.45,0.67,0.35,0.84,0.68,0.38,0.6,0.63,Middleweight,0.0,"Melbourne, Victoria, Australia",13721.0,5,1,9.0,10.0
1602,win,Andrew Holbrook,Andrew Holbrook,61,70, Southpaw,155,30.82,1.0,1.0,0.0,-1.0,15.57,0.0,1.28,0.0,0.64,14.13,26.97,48.17,65.51,0.0,1.93,8.99,20.55,3.21,4.5,1.93,1.93,1.93,9.63,5.78,9.63,6.42,7.71,0.52,0.74,0.0,0.44,1.0,0.71,0.2,0.6,0.83,Jake Matthews,61,73, Orthodox,170,22.29,2.0,4.0,0.0,-1.0,53.87,0.0,0.74,1.11,0.0,35.83,74.44,60.14,100.61,1.3,4.08,26.92,61.82,4.08,7.05,4.83,5.57,13.55,44.37,3.34,4.83,18.93,25.25,0.48,0.6,0.32,0.44,0.87,0.58,0.31,0.69,0.75,Lightweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,0,3.0,7.0
1603,win,Omari Akhmedov,Omari Akhmedov,72,73, Orthodox,185,29.15,3.0,3.0,0.0,-2.0,53.47,0.37,0.37,0.37,0.0,31.79,90.14,43.76,104.17,1.87,4.11,20.39,72.19,6.73,10.29,4.68,7.67,21.69,75.0,5.24,8.23,4.86,6.92,0.35,0.42,0.45,0.28,0.61,0.65,0.29,0.64,0.7,Kyle Noke,73,76, Southpaw,170,36.72,5.0,6.0,0.0,-2.0,93.33,0.32,0.43,1.71,0.11,36.54,69.43,45.54,79.07,1.18,2.14,17.79,43.82,7.5,11.36,11.25,14.25,25.07,51.75,2.36,4.07,9.11,13.61,0.53,0.58,0.55,0.41,0.79,0.66,0.48,0.58,0.67,Welterweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,0,7.0,12.0
1604,win,Alexander Volkanovski,Yusuke Kasuya,67,67, Southpaw,155,27.05,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,29.33,66.0,29.33,66.0,0.67,2.67,13.33,46.67,10.0,12.0,6.0,7.33,28.67,65.33,0.67,0.67,0.0,0.0,0.44,0.44,0.25,0.29,0.82,0.83,0.44,1.0,0.0,Alexander Volkanovski,66,71, Orthodox,145,28.18,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,1.41,70.42,107.04,77.46,114.08,4.23,4.23,66.2,100.0,2.82,4.23,1.41,2.82,2.82,9.86,4.23,4.23,63.38,92.96,0.66,0.68,1.0,0.66,0.5,0.67,0.29,1.0,0.68,Lightweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,2.0,1.0
1605,win,Tyson Pedro,Tyson Pedro,75,79, Orthodox,205,25.21,0.0,0.0,0.0,0.0,4.12,0.0,2.43,7.28,0.0,9.71,16.99,36.41,50.97,4.85,4.85,0.0,0.0,2.43,2.43,7.28,14.56,9.71,16.99,0.0,0.0,0.0,0.0,0.57,0.71,1.0,0.0,0.5,1.0,0.57,0.0,0.0,Khalil Rountree Jr.,73,76, Southpaw,205,26.77,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,9.33,18.0,38.67,50.67,0.0,0.0,8.67,16.67,0.67,1.33,0.0,0.0,3.33,12.0,2.0,2.0,4.0,4.0,0.52,0.76,0.0,0.52,0.0,0.5,0.28,1.0,1.0,Light Heavyweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,0,1.0,2.0
1606,win,Danielle Taylor,Seohee Ham,62,62, Southpaw,115,29.74,2.0,1.0,0.0,-1.0,45.0,0.0,0.22,0.0,0.22,49.11,118.22,58.89,128.89,0.0,1.56,28.0,85.78,12.89,20.89,8.22,11.56,42.67,105.56,5.56,11.56,0.89,1.11,0.42,0.46,0.0,0.33,0.71,0.62,0.4,0.48,0.8,Danielle Taylor,60,60, Orthodox,115,27.11,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,11.33,68.0,11.33,68.0,0.67,0.67,4.67,56.0,0.0,2.0,6.67,10.0,11.33,68.0,0.0,0.0,0.0,0.0,0.17,0.17,1.0,0.08,0.67,0.0,0.17,0.0,0.0,Women's Strawweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,4.0,2.0
1607,win,Daniel Kelly,Chris Camozzi,74,76, Orthodox,185,30.04,8.0,9.0,0.0,-1.0,194.13000000000002,0.05,0.31,0.36,0.05,37.81,84.84,48.42,97.46,0.21,1.08,21.43,63.98,6.34,8.65,10.04,12.21,30.8,74.9,6.08,8.71,0.93,1.24,0.45,0.5,0.19,0.33,0.82,0.73,0.41,0.7,0.75,Daniel Kelly,72,70, Southpaw,185,39.1,1.0,4.0,0.0,2.0,46.87,0.0,0.21,2.35,0.0,40.11,97.08,57.18,116.28,1.28,3.41,35.2,91.74,2.13,2.35,2.77,2.99,25.6,75.1,3.84,5.12,10.67,16.86,0.41,0.49,0.38,0.38,0.93,0.91,0.34,0.75,0.63,Middleweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,18.0,6.0
1608,win,Damien Brown,Jon Tuck,61,73, Orthodox,155,32.27,3.0,3.0,0.0,-1.0,76.71000000000001,0.13,0.65,2.09,0.13,31.94,82.65,49.67,102.72,0.39,0.91,17.73,65.05,8.34,10.56,5.87,7.04,25.94,72.87,3.26,5.61,2.74,4.17,0.39,0.48,0.43,0.27,0.83,0.79,0.36,0.58,0.66,Damien Brown,61,68, Orthodox,155,31.94,1.0,1.0,0.0,1.0,17.45,1.15,0.57,1.72,0.0,21.2,38.4,43.55,63.04,0.57,1.72,18.91,34.96,1.72,2.29,0.57,1.15,8.02,17.19,1.72,3.44,11.46,17.77,0.55,0.69,0.33,0.54,0.5,0.75,0.47,0.5,0.65,Lightweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,7.0,3.0
1609,win,Jonathan Meunier,Richard Walsh,72,73,,170,28.01,3.0,2.0,0.0,-1.0,62.32,0.48,0.0,0.32,0.0,44.77,87.77,76.54,122.59,0.96,1.93,28.72,65.63,7.54,12.03,8.5,10.11,23.59,59.69,11.07,15.89,10.11,12.2,0.51,0.62,0.5,0.44,0.84,0.63,0.4,0.7,0.83,Jonathan Meunier,75,75, Switch,170,29.33,1.0,0.0,0.0,-1.0,10.9,0.0,0.0,0.0,0.0,14.68,21.1,36.7,47.71,0.0,0.0,9.17,14.68,0.0,0.92,5.5,5.5,5.5,9.17,0.0,0.0,9.17,11.93,0.7,0.77,0.0,0.62,1.0,0.0,0.6,0.0,0.77,Welterweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,6.0,2.0
1610,win,Ben Nguyen,Ben Nguyen,65,65, Switch,125,28.33,1.0,2.0,0.0,-1.0,17.240000000000002,1.16,1.74,1.74,1.16,24.36,49.88,31.9,63.23,0.0,0.58,16.24,40.6,2.9,2.9,5.22,6.38,14.5,36.54,1.74,2.9,8.12,10.44,0.49,0.5,0.0,0.4,0.82,1.0,0.4,0.6,0.78,Geane Herrera,65,66, Orthodox,125,26.52,2.0,1.0,0.0,-1.0,39.47,0.25,0.51,0.76,0.25,15.2,39.52,26.86,51.94,0.51,0.76,13.43,37.5,1.01,1.27,0.76,0.76,9.12,31.67,1.77,3.29,4.31,4.56,0.38,0.52,0.67,0.36,1.0,0.8,0.29,0.54,0.94,Flyweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,0,4.0,4.0
1611,win,Jason Knight,Dan Hooker,72,75, Switch,155,26.8,2.0,3.0,0.0,1.0,44.19,0.23,0.23,0.23,0.23,35.3,91.2,66.08,128.08,0.23,0.68,27.16,75.58,6.34,9.5,1.81,6.11,22.4,67.44,9.73,18.56,3.17,5.2,0.39,0.52,0.33,0.36,0.3,0.67,0.33,0.52,0.61,Jason Knight,61,71, Orthodox,145,24.39,1.0,1.0,0.0,1.0,30.0,0.0,0.33,0.0,0.0,34.67,89.0,46.33,102.0,0.33,0.67,22.67,73.33,3.67,5.0,8.33,10.67,25.67,78.33,1.33,2.33,7.67,8.33,0.39,0.45,0.5,0.31,0.78,0.73,0.33,0.57,0.92,Featherweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,6.0,3.0
1612,win,Marlon Vera,Ning Guangyou,64,64, Southpaw,145,34.97,1.0,2.0,0.0,-1.0,39.980000000000004,0.0,0.25,0.75,0.0,25.01,61.03,46.27,86.04,1.0,1.75,13.51,43.77,5.25,8.75,6.25,8.5,20.26,54.53,2.25,3.0,2.5,3.5,0.41,0.54,0.57,0.31,0.74,0.6,0.37,0.75,0.71,Marlon Vera,68,70, Switch,135,24.0,2.0,1.0,0.0,-1.0,37.25,0.0,1.07,2.15,0.0,19.6,45.64,22.55,49.13,0.54,1.88,12.35,34.9,6.71,10.2,0.54,0.54,8.32,27.11,2.68,3.49,8.59,15.03,0.43,0.46,0.29,0.35,1.0,0.66,0.31,0.77,0.57,Featherweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,4.0,4.0
1613,win,Jenel Lausa,Yao Zhikui,65,64, Orthodox,125,25.82,2.0,1.0,0.0,-1.0,30.73,0.0,0.0,0.0,0.65,12.04,58.9,39.05,87.86,0.33,1.95,11.06,56.95,0.65,1.63,0.33,0.33,8.14,48.49,2.28,5.53,1.63,4.88,0.2,0.44,0.17,0.19,1.0,0.4,0.17,0.41,0.33,Jenel Lausa,65,68, Orthodox,125,28.34,0.0,0.0,0.0,0.0,15.0,1.33,0.67,0.0,0.0,37.33,72.67,46.67,84.0,0.67,0.67,35.33,68.0,2.0,4.67,0.0,0.0,35.33,68.67,0.0,0.0,2.0,4.0,0.51,0.56,1.0,0.52,0.0,0.43,0.51,0.0,0.5,Flyweight,0.0,"Melbourne, Victoria, Australia",13721.0,3,1,4.0,1.0
1614,win,Ryan Bader,Rogerio Nogueira,74,75, Southpaw,205,40.49,4.0,5.0,0.0,1.0,85.78000000000002,0.35,0.23,0.23,0.35,30.31,86.73,39.75,98.04,0.12,0.12,22.62,75.89,6.06,9.09,1.63,1.75,20.4,71.35,4.55,7.69,5.36,7.69,0.35,0.41,1.0,0.3,0.93,0.67,0.29,0.59,0.7,Ryan Bader,74,74, Orthodox,205,33.48,5.0,14.0,0.0,1.0,190.82000000000002,0.37,0.26,1.78,0.0,25.73,63.72,46.59,86.73,2.15,5.19,18.29,53.66,3.3,4.87,4.14,5.19,14.1,46.8,3.09,4.72,8.54,12.21,0.4,0.54,0.41,0.34,0.8,0.68,0.3,0.66,0.7,Light Heavyweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,5,1,10.0,20.0
1615,win,Thomas Almeida,Thomas Almeida,67,70, Southpaw,135,25.32,1.0,4.0,0.0,-1.0,32.06,0.62,0.0,0.0,0.0,65.19,131.63,66.75,133.19,0.0,0.0,44.29,106.05,12.48,15.6,8.42,9.98,55.21,115.72,9.98,15.91,0.0,0.0,0.5,0.5,0.0,0.42,0.84,0.8,0.48,0.63,0.0,Albert Morales,69,72, Orthodox,135,25.51,0.0,0.0,1.0,-1.0,15.0,0.0,0.0,0.0,0.0,52.67,154.67,54.0,156.0,0.0,0.67,23.33,110.67,4.67,8.67,24.67,35.33,50.0,144.0,2.0,8.67,0.67,2.0,0.34,0.35,0.0,0.21,0.7,0.54,0.35,0.23,0.33,Bantamweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,0,6.0,2.0
1616,win,Claudia Gadelha,Cortney Casey,67,67, Orthodox,115,29.56,2.0,2.0,0.0,2.0,37.17,0.0,0.27,1.08,0.27,47.08,103.04,66.18,124.29,0.54,0.54,36.05,86.36,3.5,8.34,7.53,8.34,29.86,79.9,7.53,11.3,9.69,11.84,0.46,0.53,1.0,0.42,0.9,0.42,0.37,0.67,0.82,Claudia Gadelha,64,63, Orthodox,115,27.97,2.0,2.0,0.0,-1.0,70.0,0.14,0.43,2.14,0.0,38.71,90.29,59.0,112.29,2.86,5.57,31.29,79.43,6.14,9.29,1.29,1.57,28.43,74.86,4.86,7.86,5.43,7.57,0.43,0.53,0.51,0.39,0.82,0.66,0.38,0.62,0.72,Women's Strawweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,1,5.0,5.0
1617,win,Krzysztof Jotko,Krzysztof Jotko,73,77, Southpaw,185,27.27,1.0,5.0,0.0,4.0,70.96000000000001,0.14,0.0,1.27,0.28,29.17,63.42,65.11,102.31,0.85,2.11,15.36,47.35,7.89,9.72,5.92,6.34,13.81,45.38,11.56,12.97,3.8,5.07,0.46,0.64,0.4,0.32,0.93,0.81,0.3,0.89,0.75,Thales Leites,73,78, Orthodox,185,35.23,5.0,11.0,0.0,1.0,191.71,0.21,0.83,3.08,0.0,21.33,54.2,34.48,68.85,1.56,5.27,16.33,47.36,1.62,2.97,3.39,3.86,12.78,41.0,2.56,4.59,6.0,8.61,0.39,0.5,0.3,0.34,0.88,0.54,0.31,0.56,0.7,Middleweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,0,7.0,17.0
1618,win,Kamaru Usman,Warlley Alves,61,72, Orthodox,170,25.89,1.0,4.0,0.0,-1.0,51.03,0.2,0.98,1.37,0.0,32.14,63.3,39.58,71.92,0.98,1.76,22.14,51.15,7.64,9.41,2.35,2.74,23.91,49.77,3.72,6.47,4.51,7.05,0.51,0.55,0.56,0.43,0.86,0.81,0.48,0.58,0.64,Kamaru Usman,72,76, Switch,170,29.55,0.0,3.0,0.0,3.0,36.32,0.0,0.28,4.41,0.0,28.63,47.63,85.9,110.41,4.68,8.26,17.62,33.59,7.43,9.64,3.58,4.41,4.13,16.52,4.68,5.78,19.82,25.33,0.6,0.78,0.57,0.52,0.81,0.77,0.25,0.81,0.78,Welterweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,1,6.0,4.0
1619,win,Sergio Moraes,Sergio Moraes,72,72, Orthodox,170,34.35,1.0,4.0,1.0,-1.0,73.69,0.14,0.41,1.76,0.0,22.66,46.55,28.23,52.65,0.95,3.12,17.37,38.68,3.26,5.29,2.04,2.58,18.73,40.58,1.49,2.99,2.44,2.99,0.49,0.54,0.3,0.45,0.79,0.62,0.46,0.5,0.82,Zak Ottow,61,72, Orthodox,170,29.93,0.0,1.0,0.0,1.0,15.0,0.0,0.67,0.0,0.0,43.33,99.33,53.33,110.0,0.0,1.33,20.67,70.67,9.33,13.33,13.33,15.33,41.33,96.0,1.33,2.0,0.67,1.33,0.44,0.48,0.0,0.29,0.87,0.7,0.43,0.67,0.5,Welterweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,0,7.0,2.0
1620,win,Cezar Ferreira,Jack Hermansson,73,77, Orthodox,185,28.46,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.67,0.0,58.67,104.0,80.67,126.67,0.67,4.0,26.0,65.33,14.0,14.67,18.67,24.0,38.0,76.0,20.0,26.67,0.67,1.33,0.56,0.64,0.17,0.4,0.78,0.95,0.5,0.75,0.5,Cezar Ferreira,73,78, Southpaw,185,31.78,3.0,6.0,0.0,2.0,84.37,0.24,0.12,1.19,0.0,18.85,46.82,40.65,72.42,1.78,2.61,11.62,33.66,4.86,9.84,2.37,3.32,14.34,39.47,0.83,1.19,3.67,6.16,0.4,0.56,0.68,0.35,0.71,0.49,0.36,0.7,0.6,Middleweight,0.0,"Sao Paulo, Sao Paulo, Brazil",9028.0,3,1,2.0,10.0
