,index,Winner,R_fighter,B_fighter,WEIGHT_CLASS,METHOD,DETAIL,title_bout,date,location,attendance,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter.1,KD.1,Sig. str. %.1,Td %.1,Sub. att.1,Pass.1,Rev..1,Sig. str. Hits.1,Sig. str. Attempts.1,Total str. Hits.1,Total str. Attempts.1,Td Hits.1,Td Attempts.1,Head Hits.1,Head Attempts.1,Body Hits.1,Body Attempts.1,Leg Hits.1,Leg Attempts.1,Distance Hits.1,Distance Attempts.1,Clinch Hits.1,Clinch Attempts.1,Ground Hits.1,Ground Attempts.1,rounds,time,format,referee,url,label,match_time,DOB,Height,Reach,Stance,Weight,DOB.1,Height.1,Reach.1,Stance.1,Weight.1
864,864,win,Alex Caceres,Martin Bravo,Featherweight,S-DEC,,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Alex Caceres,0,0.51,0.0,0,1,0,82,159,86,163,0,1,60,134,20,23,2,2,78,147,4,9,0,3,Martin Bravo,0,0.33,0.33,0,0,0,78,236,109,270,3,9,61,204,10,17,7,15,66,210,7,16,5,10,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/674f3fa16e717ff1,0,15.0,20-06-1988,61,73, Southpaw,145,21-09-1993,68,71, Southpaw,145
865,865,win,Roxanne Modafferi,Barb Honchak,Women's Flyweight,KO/TKO,Elbows,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Roxanne Modafferi,0,0.39,1.0,0,4,0,51,129,86,172,1,1,50,128,1,1,0,0,20,79,0,0,31,50,Barb Honchak,0,0.3,0.0,0,0,0,24,80,24,80,0,1,23,76,1,4,0,0,24,80,0,0,0,0,2,00:03:32,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7c2b219fe208c565,0,8.53,24-09-1982,67,69,,125,30-08-1979,64,65,,125
866,866,win,Alessio Di Chirico,Julian Marquez,Middleweight,S-DEC,,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Alessio Di Chirico,0,0.43,0.66,0,2,0,50,116,55,122,4,6,30,90,14,19,6,7,48,107,1,2,1,7,Julian Marquez,0,0.31,0.0,2,1,0,47,147,49,149,0,1,28,120,16,21,3,6,42,141,5,6,0,0,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/760b90b0805e0fbf,0,15.0,12-12-1989,72,74, Orthodox,185,08-05-1990,74,75, Orthodox,185
867,867,win,Montana De La Rosa,Rachael Ostovich,Women's Flyweight,SUB,Rear Naked Choke,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Montana De La Rosa,0,0.37,0.0,1,2,0,56,149,86,179,0,6,46,134,7,12,3,3,39,120,2,9,15,20,Rachael Ostovich,0,0.41,0.0,1,0,0,40,96,48,106,0,0,23,69,15,23,2,4,36,92,4,4,0,0,3,00:04:21,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/b3caae587e956f54,0,14.35,14-02-1995,67,68,,125,25-02-1991,63,62, Orthodox,125
868,868,win,Luis Pena,Richie Smullen,Lightweight,SUB,Guillotine Choke,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Luis Pena,1,0.34,1.0,1,1,1,8,23,8,23,1,1,8,22,0,1,0,0,8,20,0,1,0,2,Richie Smullen,0,0.77,0.66,0,1,0,7,9,15,17,2,3,3,5,1,1,3,3,3,5,0,0,4,4,1,00:03:32,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4caa0dcdaa253612,0,3.53,05-07-1993,75,75, Southpaw,155,17-08-1991,69,68, Orthodox,155
869,869,win,John Gunther,Allan Zuniga,Lightweight,M-DEC,,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,John Gunther,0,0.38,0.42,0,3,0,27,71,94,152,8,19,22,61,2,6,3,4,20,62,5,7,2,2,Allan Zuniga,0,0.52,0.0,1,0,0,59,112,93,147,0,0,33,78,18,24,8,10,44,96,14,15,1,1,3,00:05:00,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/9fc03704a10977b3,0,15.0,24-11-1985,69,72, Orthodox,155,04-04-1992,67,70, Orthodox,155
870,870,win,Bryce Mitchell,Tyler Diamond,Featherweight,M-DEC,,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Tyler Diamond,0,0.47,0.75,0,5,2,51,107,72,129,3,4,34,88,12,14,5,5,20,62,1,5,30,40,Bryce Mitchell,0,0.55,0.3,1,0,0,38,69,45,78,3,10,29,50,9,18,0,1,13,39,7,10,18,20,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/ca3963b76a38c408,1,15.0,18-03-1991,67,69, Orthodox,145,04-10-1994,61,70, Southpaw,145
871,871,win,Steven Peterson,Matt Bessette,Featherweight,S-DEC,,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Matt Bessette,0,0.4,0.0,0,0,1,57,141,88,177,0,3,42,121,12,15,3,5,45,125,10,14,2,2,Steven Peterson,0,0.42,0.33,1,2,1,74,175,115,220,2,6,44,141,19,23,11,11,46,136,16,25,12,14,3,00:05:00,3 Rnd (5-5-5),Mark Smith,http://ufcstats.com/fight-details/4d549f33c0711a7a,1,15.0,28-12-1984,61,70, Orthodox,145,29-05-1990,61,70, Orthodox,145
872,872,win,Gerald Meerschaert,Oskar Piechota,Middleweight,SUB,Rear Naked Choke,0.0,06-07-2018,"Las Vegas, Nevada, USA",2123.0,Gerald Meerschaert,0,0.49,0.75,2,3,1,51,104,98,159,3,4,43,95,6,7,2,2,9,43,20,28,22,33,Oskar Piechota,1,0.43,1.0,2,6,0,23,53,31,63,1,1,17,46,3,4,3,3,18,42,3,7,2,4,2,00:04:55,3 Rnd (5-5-5),Chris Tognoni,http://ufcstats.com/fight-details/363b72bf7f75091c,0,9.92,18-12-1987,73,77, Southpaw,185,24-01-1990,72,76, Southpaw,185
873,873,win,Leon Edwards,Donald Cerrone,Welterweight,U-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Donald Cerrone,0,0.45,0.11,0,1,0,60,131,64,136,1,9,17,67,30,40,13,24,48,115,11,15,1,1,Leon Edwards,0,0.5,0.0,0,0,0,84,166,101,185,0,4,37,105,19,27,28,34,62,140,22,26,0,0,5,00:05:00,5 Rnd (5-5-5-5-5),Leon Roberts,http://ufcstats.com/fight-details/28c70663b99560a8,1,25.0,29-03-1983,73,73, Orthodox,155,25-08-1991,74,74, Southpaw,170
874,874,win,Ovince Saint Preux,Tyson Pedro,Light Heavyweight,SUB,Armbar,0.0,23-06-2018,"Kallang, Singapore",6419.0,Ovince Saint Preux,0,0.58,0.0,1,0,0,7,12,13,18,0,1,5,9,2,3,0,0,4,8,0,0,3,4,Tyson Pedro,1,0.75,0.0,1,0,0,9,12,10,13,0,4,5,6,3,4,1,2,6,8,3,4,0,0,1,00:02:54,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/bb4755924dfafaea,0,2.9,08-04-1983,75,80, Southpaw,205,17-09-1991,75,79, Orthodox,205
875,875,win,Jessica Eye,Jessica-Rose Clark,Women's Flyweight,U-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Jessica-Rose Clark,0,0.36,0.0,0,0,0,51,139,51,139,0,0,30,111,13,18,8,10,46,132,4,5,1,2,Jessica Eye,0,0.29,0.5,0,2,0,67,225,74,232,1,2,38,182,23,35,6,8,60,217,0,0,7,8,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/2242e7df6f320ea6,1,15.0,28-11-1987,65,64, Orthodox,125,27-07-1986,66,66, Orthodox,125
876,876,win,Jingliang Li,Daichi Abe,Welterweight,U-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Jingliang Li,0,0.46,0.0,0,0,0,96,206,96,206,0,0,32,111,13,23,51,72,95,205,1,1,0,0,Daichi Abe,0,0.29,0.0,0,0,0,45,154,45,154,0,0,24,123,1,6,20,25,45,153,0,1,0,0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/484c48d3723e72cd,0,15.0,20-03-1988,72,71, Orthodox,170,27-11-1991,61,71, Orthodox,170
877,877,win,Petr Yan,Teruto Ishihara,Bantamweight,KO/TKO,Punch,0.0,23-06-2018,"Kallang, Singapore",6419.0,Teruto Ishihara,0,0.36,0.0,0,0,0,11,30,11,30,0,2,4,18,2,5,5,7,9,28,2,2,0,0,Petr Yan,2,0.62,0.0,0,1,0,25,40,29,45,0,0,18,32,7,8,0,0,19,31,1,1,5,8,1,00:03:28,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/8167bd097a16062f,1,3.47,23-07-1991,67,69, Southpaw,135,11-02-1993,67,67, Switch,135
878,878,win,Song Yadong,Felipe Arantes,Bantamweight,KO/TKO,Elbow,0.0,23-06-2018,"Kallang, Singapore",6419.0,Felipe Arantes,0,0.25,0.0,0,0,0,8,31,9,32,0,2,7,27,0,3,1,1,8,31,0,0,0,0,Song Yadong,1,0.39,1.0,1,3,0,39,100,88,155,1,1,26,80,7,13,6,7,14,63,4,5,21,32,2,00:04:59,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/c5c5f678558a0ba2,1,9.98,09-02-1988,68,73, Orthodox,135,02-12-1997,68,67, Orthodox,135
879,879,win,Shane Young,Rolando Dy,Featherweight,KO/TKO,Elbow,0.0,23-06-2018,"Kallang, Singapore",6419.0,Rolando Dy,0,0.37,0.0,0,0,0,57,152,58,153,0,0,41,131,13,18,3,3,49,140,8,12,0,0,Shane Young,0,0.48,0.2,0,1,0,104,215,116,230,1,5,74,183,20,22,10,10,89,191,15,24,0,0,2,00:04:40,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/bb7408d59b7279f7,1,9.67,11-08-1990,68,69, Orthodox,145,31-07-1993,68,72, Orthodox,145
880,880,win,Kenan Song,Hector Aldana,Welterweight,KO/TKO,Punch,0.0,23-06-2018,"Kallang, Singapore",6419.0,Kenan Song,1,0.45,0.0,0,0,0,32,71,34,76,0,0,17,52,3,5,12,14,27,64,0,0,5,7,Hector Aldana,0,0.43,1.0,0,0,0,39,90,41,92,2,2,17,59,6,10,16,21,38,89,0,0,1,1,2,00:04:45,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/b125025990755616,0,9.75,10-03-1990,72,71, Orthodox,170,17-08-1988,61,72, Orthodox,170
881,881,win,Jake Matthews,Shinsho Anzai,Welterweight,SUB,Rear Naked Choke,0.0,23-06-2018,"Kallang, Singapore",6419.0,Shinsho Anzai,0,0.2,0.0,0,0,0,1,5,6,13,0,1,0,4,1,1,0,0,0,4,1,1,0,0,Jake Matthews,0,0.63,1.0,1,2,0,12,19,18,25,1,1,9,16,3,3,0,0,5,8,5,8,2,3,1,00:02:44,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/ab6cd718c5459eeb,1,2.73,01-12-1985,67,70, Orthodox,170,19-08-1994,61,73, Orthodox,170
882,882,win,Xiaonan Yan,Viviane Pereira,Women's Strawweight,U-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Viviane Pereira,0,0.2,0.0,0,0,0,44,212,44,212,0,0,34,189,10,23,0,0,43,210,1,2,0,0,Xiaonan Yan,0,0.31,0.0,0,0,0,71,227,71,227,0,0,42,174,2,8,27,45,71,226,0,1,0,0,3,00:05:00,3 Rnd (5-5-5),Neil Swailes,http://ufcstats.com/fight-details/d80b0bea0e260b95,1,15.0,28-08-1993,61,63, Orthodox,115,16-06-1989,65,63, Orthodox,115
883,883,win,Matt Schnell,Naoki Inoue,Flyweight,S-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Matt Schnell,0,0.38,0.0,0,0,0,71,183,79,192,0,1,43,141,5,12,23,30,68,177,3,6,0,0,Naoki Inoue,0,0.24,0.0,0,0,0,48,196,64,212,0,1,35,172,2,4,11,20,42,190,6,6,0,0,3,00:05:00,3 Rnd (5-5-5),Steve Perceval,http://ufcstats.com/fight-details/d5176b45df32f67e,0,15.0,15-01-1990,68,70, Orthodox,125,14-06-1997,69,71, Orthodox,125
884,884,win,Ulka Sasaki,Jenel Lausa,Flyweight,SUB,Rear Naked Choke,0.0,23-06-2018,"Kallang, Singapore",6419.0,Jenel Lausa,0,0.5,0.0,0,0,0,7,14,9,16,0,0,4,10,2,3,1,1,5,12,0,0,2,2,Ulka Sasaki,0,0.44,0.71,1,9,0,25,56,34,66,5,7,18,46,6,8,1,2,6,17,4,5,15,34,2,00:04:04,3 Rnd (5-5-5),John Sharp,http://ufcstats.com/fight-details/26582aa0b79d2f20,1,9.07,01-08-1988,65,68, Orthodox,125,07-10-1989,61,71, Southpaw,125
885,885,win,Ji Yeon Kim,Melinda Fabian,Women's Flyweight,S-DEC,,0.0,23-06-2018,"Kallang, Singapore",6419.0,Ji Yeon Kim,0,0.3,0.0,0,0,0,73,241,93,261,0,0,46,205,22,29,5,7,52,215,21,26,0,0,Melinda Fabian,0,0.41,0.0,0,0,0,72,173,79,180,0,1,39,127,11,18,22,28,66,154,6,19,0,0,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/3d12c63c47828937,0,15.0,18-10-1989,67,72, Orthodox,125,25-06-1987,66,66,,125
886,886,win,Robert Whittaker,Yoel Romero,Middleweight,S-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Robert Whittaker,0,0.39,0.0,0,0,0,128,326,129,328,0,1,57,225,23,39,48,62,119,308,9,17,0,1,Yoel Romero,2,0.46,0.3,0,0,0,111,240,149,287,3,10,76,194,19,27,16,19,66,177,25,40,20,23,5,00:05:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/5a09fd7cb3db9705,0,25.0,20-12-1990,72,73, Orthodox,185,30-04-1977,72,73, Southpaw,185
887,887,win,Colby Covington,Rafael Dos Anjos,Welterweight,U-DEC,,1.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Rafael Dos Anjos,0,0.53,0.5,0,1,0,105,198,130,223,3,6,54,139,37,45,14,14,70,163,32,32,3,3,Colby Covington,0,0.33,0.38,0,2,0,99,296,142,346,7,18,54,229,14,33,31,34,90,278,8,16,1,2,5,00:05:00,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/eb6f80ccaf2a3dbc,1,25.0,26-10-1984,68,70, Southpaw,170,22-02-1988,61,72, Orthodox,170
888,888,win,Holly Holm,Megan Anderson,Women's Featherweight,U-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Holly Holm,0,0.66,0.5,1,9,0,47,71,143,176,4,8,27,47,12,14,8,10,19,35,8,10,20,26,Megan Anderson,0,0.44,0.0,0,0,1,26,58,48,81,0,0,15,42,11,16,0,0,19,48,7,10,0,0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/051124b25d576906,0,15.0,17-10-1981,68,69, Southpaw,135,11-02-1990,72,72, Orthodox,145
889,889,win,Tai Tuivasa,Andrei Arlovski,Heavyweight,U-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Andrei Arlovski,0,0.4,0.0,0,0,0,51,125,52,126,0,2,32,97,7,10,12,18,46,116,5,7,0,2,Tai Tuivasa,1,0.45,0.0,0,1,0,54,120,54,120,0,0,36,98,12,15,6,7,49,109,5,11,0,0,3,00:05:00,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/319b09306094259b,1,15.0,04-02-1979,75,77, Orthodox,240,16-03-1993,74,75, Southpaw,264
890,890,win,Mike Jackson,CM Punk,Welterweight,U-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,CM Punk,0,0.23,0.11,0,1,1,19,81,56,129,1,9,10,63,7,13,2,5,10,67,7,11,2,3,Mike Jackson,0,0.59,1.0,0,1,0,64,108,129,177,1,1,54,95,10,12,0,1,32,66,14,16,18,26,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/64756e0f4b305da8,1,15.0,26-10-1978,73,73, Orthodox,170,22-03-1985,74,0, Orthodox,170
891,891,win,Curtis Blaydes,Alistair Overeem,Heavyweight,KO/TKO,Elbows,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Alistair Overeem,0,0.58,0.0,2,0,0,7,12,24,31,0,0,3,8,4,4,0,0,6,10,0,0,1,2,Curtis Blaydes,0,0.69,1.0,0,6,0,37,53,62,85,4,4,32,48,5,5,0,0,3,16,12,14,22,23,3,00:02:56,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/7fd0f7b3866b2c75,1,12.93,17-05-1980,76,80, Orthodox,265,18-02-1991,76,80, Orthodox,265
892,892,win,Claudia Gadelha,Carla Esparza,Women's Strawweight,S-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Claudia Gadelha,0,0.4,0.8,1,6,0,26,64,78,124,4,5,23,59,3,5,0,0,22,57,1,2,3,5,Carla Esparza,0,0.41,0.5,0,1,0,43,103,205,288,2,4,33,89,3,3,7,11,28,79,7,12,8,12,3,00:05:00,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/c3425412e4f2f486,0,15.0,07-12-1988,64,63, Orthodox,115,10-10-1987,61,63,,115
893,893,win,Mirsad Bektic,Ricardo Lamas,Featherweight,S-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Ricardo Lamas,0,0.54,0.0,2,0,1,34,62,69,97,0,4,8,34,21,23,5,5,15,40,19,20,0,2,Mirsad Bektic,0,0.34,0.5,0,1,0,31,89,97,174,2,4,12,65,15,18,4,6,15,62,14,23,2,4,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/32990cbf8976d94b,1,15.0,21-05-1982,68,71, Orthodox,145,16-02-1991,68,70, Orthodox,145
894,894,win,Chris de la Rocha,Rashad Coulter,Heavyweight,KO/TKO,Punches,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Rashad Coulter,0,0.52,0.0,0,0,0,30,57,30,58,0,1,26,52,4,5,0,0,19,41,11,16,0,0,Chris de la Rocha,0,0.5,0.75,2,5,0,40,79,79,129,3,4,36,75,3,3,1,1,14,46,8,11,18,22,2,00:03:53,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/140e810f952714ea,1,8.88,27-11-1981,61,76, Orthodox,205,15-05-1979,75,80, Orthodox,250
895,895,win,Anthony Smith,Rashad Evans,Light Heavyweight,KO/TKO,Knee,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Rashad Evans,0,0.16,0.0,0,0,0,1,6,2,7,0,1,1,6,0,0,0,0,0,3,1,3,0,0,Anthony Smith,1,0.66,0.0,0,0,0,6,9,6,9,0,1,4,7,0,0,2,2,2,4,2,3,2,2,1,00:00:53,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/8f9b16f170dbdbb6,1,0.88,25-09-1979,72,75, Orthodox,205,26-07-1988,76,76, Orthodox,205
896,896,win,Sergio Pettis,Joseph Benavidez,Flyweight,S-DEC,,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Joseph Benavidez,0,0.31,0.14,0,0,0,59,186,86,216,2,14,28,128,14,33,17,25,57,180,2,6,0,0,Sergio Pettis,0,0.44,0.0,0,0,0,74,168,87,183,0,0,69,155,5,13,0,0,64,158,9,9,1,1,3,00:05:00,3 Rnd (5-5-5),Robert Madrigal,http://ufcstats.com/fight-details/5e2f2f5d9a756de9,1,15.0,31-07-1984,64,65, Southpaw,125,18-08-1993,66,69, Orthodox,125
897,897,win,Charles Oliveira,Clay Guida,Lightweight,SUB,Guillotine Choke,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Clay Guida,0,0.36,0.0,0,0,0,9,25,9,25,0,1,4,20,3,3,2,2,8,24,1,1,0,0,Charles Oliveira,0,0.48,0.0,1,0,0,14,29,14,29,0,0,6,18,1,2,7,9,14,28,0,1,0,0,1,00:02:18,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e82d734674ce4d46,1,2.3,08-12-1981,67,70, Orthodox,155,17-10-1989,61,74, Orthodox,155
898,898,win,Dan Ige,Mike Santiago,Featherweight,KO/TKO,Punches,0.0,09-06-2018,"Chicago, Illinois, USA",18117.0,Mike Santiago,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Dan Ige,0,0.92,1.0,0,2,0,25,27,29,32,1,1,25,27,0,0,0,0,2,2,2,3,21,22,1,00:00:50,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/d3f5854d16fc31f9,1,0.83,28-07-1989,61,69, Orthodox,145,06-08-1991,67,71, Orthodox,145
899,899,win,Marlon Moraes,Jimmie Rivera,Bantamweight,KO/TKO,Kick,0.0,01-06-2018,"Utica, New York, USA",5063.0,Jimmie Rivera,0,0.0,0.0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,Marlon Moraes,1,0.77,0.0,0,0,0,7,9,7,9,0,0,6,8,0,0,1,1,2,3,0,0,5,6,1,00:00:33,5 Rnd (5-5-5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/69b147aaaafeb47d,1,0.55,29-06-1989,64,68, Orthodox,135,26-04-1988,66,67, Orthodox,135
900,900,win,Gregor Gillespie,Vinc Pichel,Lightweight,SUB,Arm Triangle,0.0,01-06-2018,"Utica, New York, USA",5063.0,Gregor Gillespie,0,0.5,0.77,2,7,0,13,26,30,48,7,9,11,24,1,1,1,1,5,13,2,5,6,8,Vinc Pichel,0,0.31,0.0,0,0,0,7,22,35,51,0,0,6,21,0,0,1,1,3,17,4,5,0,0,2,00:04:06,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/921a8db065cd8cc5,0,9.1,13-11-1986,67,71, Orthodox,155,23-11-1982,61,72, Orthodox,155
901,901,win,Walt Harris,Daniel Spitz,Heavyweight,KO/TKO,Punches,0.0,01-06-2018,"Utica, New York, USA",5063.0,Walt Harris,1,0.36,0.0,0,0,0,29,79,30,80,0,0,19,61,6,14,4,4,18,66,2,2,9,11,Daniel Spitz,0,0.4,0.0,0,0,0,17,42,17,42,0,0,1,17,5,13,11,12,17,42,0,0,0,0,2,00:04:59,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/f43f9861e73739c8,0,9.98,10-06-1983,77,77, Southpaw,250,31-07-1990,79,82, Orthodox,245
902,902,win,Ben Saunders,Jake Ellenberger,Welterweight,KO/TKO,Knee,0.0,01-06-2018,"Utica, New York, USA",5063.0,Jake Ellenberger,0,0.55,0.0,0,0,0,5,9,7,12,0,0,4,8,1,1,0,0,1,2,4,7,0,0,Ben Saunders,1,0.47,0.0,0,0,0,10,21,11,22,0,0,7,17,3,4,0,0,1,8,7,10,2,3,1,00:01:56,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b7c7707ccea492c7,1,1.93,28-03-1985,69,71, Orthodox,170,13-04-1983,74,77, Orthodox,170
903,903,win,Julio Arce,Daniel Teymur,Featherweight,SUB,Rear Naked Choke,0.0,01-06-2018,"Utica, New York, USA",5063.0,Julio Arce,0,0.35,0.0,1,1,0,63,178,80,199,0,1,37,141,21,31,5,6,52,161,8,11,3,6,Daniel Teymur,0,0.36,0.0,0,0,0,37,102,39,105,0,2,5,47,4,7,28,48,31,93,6,9,0,0,3,00:02:55,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/9cb4196446f3ce79,0,12.92,27-10-1989,67,70, Southpaw,145,03-02-1988,65,69, Orthodox,145
904,904,win,Sam Alvey,Gian Villante,Light Heavyweight,S-DEC,,0.0,01-06-2018,"Utica, New York, USA",5063.0,Gian Villante,0,0.37,0.0,0,0,0,50,133,50,133,0,0,20,91,12,23,18,19,50,133,0,0,0,0,Sam Alvey,1,0.43,0.0,0,0,0,53,122,59,128,0,0,40,104,2,4,11,14,49,112,4,9,0,1,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/194d73490eb731c6,1,15.0,18-08-1985,75,76, Orthodox,205,06-05-1986,74,75, Southpaw,205
905,905,win,Sijara Eubanks,Lauren Murphy,Women's Flyweight,U-DEC,,0.0,01-06-2018,"Utica, New York, USA",5063.0,Sijara Eubanks,0,0.35,0.5,0,2,0,75,213,96,238,2,4,51,179,13,22,11,12,61,193,3,4,11,16,Lauren Murphy,0,0.39,0.0,0,0,0,49,125,71,147,0,2,35,101,11,17,3,7,39,115,7,7,3,3,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/9fb0a4e18ddcd14c,0,15.0,27-04-1985,64,67,,135,27-07-1983,65,67, Orthodox,125
906,906,win,David Teymur,Nik Lentz,Lightweight,U-DEC,,0.0,01-06-2018,"Utica, New York, USA",5063.0,Nik Lentz,0,0.42,0.0,0,0,0,61,144,63,146,0,5,31,107,24,28,6,9,61,144,0,0,0,0,David Teymur,0,0.35,0.0,0,0,0,67,187,72,192,0,0,31,141,12,20,24,26,67,187,0,0,0,0,3,00:05:00,3 Rnd (5-5-5),Todd Ronald Anderson,http://ufcstats.com/fight-details/a25633b1494f1360,1,15.0,13-08-1984,68,68, Orthodox,155,01-05-1989,69,73, Southpaw,155
907,907,win,Belal Muhammad,Chance Rencountre,Welterweight,U-DEC,,0.0,01-06-2018,"Utica, New York, USA",5063.0,Belal Muhammad,0,0.53,0.75,1,1,0,70,130,88,149,3,4,45,99,8,11,17,20,65,124,0,1,5,5,Chance Rencountre,0,0.13,0.0,0,0,0,16,123,16,123,0,3,8,102,3,14,5,7,16,123,0,0,0,0,3,00:05:00,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/026c4a26106cc158,0,15.0,09-07-1988,61,72, Orthodox,170,31-12-1986,74,75, Southpaw,170
908,908,win,Desmond Green,Gleison Tibau,Lightweight,U-DEC,,0.0,01-06-2018,"Utica, New York, USA",5063.0,Desmond Green,0,0.4,0.0,0,0,0,77,191,77,191,0,0,61,160,13,27,3,4,75,187,2,4,0,0,Gleison Tibau,0,0.15,0.0,0,0,0,28,178,29,179,0,3,20,159,6,17,2,2,28,176,0,2,0,0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/19fc916df1f0e6ff,0,15.0,11-10-1989,61,73, Southpaw,155,07-10-1983,61,71, Southpaw,155
909,909,win,Nathaniel Wood,Johnny Eduardo,Bantamweight,SUB,D'Arce Choke,0.0,01-06-2018,"Utica, New York, USA",5063.0,Johnny Eduardo,0,0.42,0.0,0,0,0,37,88,37,88,0,1,27,72,3,8,7,8,35,86,2,2,0,0,Nathaniel Wood,0,0.34,0.0,1,1,0,33,97,33,97,0,0,20,73,3,7,10,17,33,97,0,0,0,0,2,00:02:18,3 Rnd (5-5-5),Kevin MacDonald,http://ufcstats.com/fight-details/4b155647201d549e,1,7.3,03-08-1978,67,71, Orthodox,135,08-05-1993,66,69, Orthodox,135
